"place_id","place_name"
"1191","Denver, Co., United States"
"3586","Denver, Colo"
"3482","Denver, Colo."
"3760","Denver, Colorado"
"5616","Denver, Colorado, United Kingdom"
"1404","Denver, United States"
"1771","Derby, United Kingdom"
"1995","Derbyshire, United Kingdom"
"1203","Derdeportpark, South Africa"
"369","Dereham, United Kingdom"
"1669","Derry, United Kingdom"
"170","Des Moines, IA, United States"
"3802","Des Moines, United States"
"4292","Detroit Mich."
"4271","Detroit, MI, United Kingdom"
"282","Detroit, MI, United States"
"1457","Detroit, United States"
"3396","Deventer, Netherlands"
"1443","Devizes, United Kingdom"
"487","Devon, United Kingdom"
"4504","Dhaka 1000, Bangladesh"
"6529","Dhaka, Bangladesh"
"5912","Didcot, Bosnia and Herzegovina"
"4401","Didcot, United Kingdom"
"2940","Didsbury, United Kingdom"
"3240","Diep River, South Africa"
"4094","Digbeth, United Kingdom"
"5068","Dijon, France"
"6334","Dilbeek, Belgium"
"6078","Dingley Village, Australia"
"5543","Dingley, Australia"
"1628","Dingwall, United Kingdom"
"1738","Diss, United Kingdom"
"5247","Ditchling Hassock, United Kingdom"
"3982","Ditzingen, Germany"
"3137","Dobbs Ferry, United States"
"2622","Docklands, VIC, Australia"
"4771","Dolj, Romania"
"1831","Don Mills, Canada"
"1920","Don Mills, ON"
"6547","Don Mills, ON, Canada"
"1987","Don Mills, Ont"
"1837","Don Mills, Ont."
"1887","Don Mills, Ont., Canada"
"1915","Don Mills, Ontario"
"2037","Don Mills, Ontario, Canada"
"2040","Don Mills, Ontario, Canada, Canada"
"2008","Don Mills, Ontatio"
"4033","Don Mills, United Kingdom"
"3024","Donaghadee, United Kingdom"
"4017","Doncaster East, VIC, Australia"
"2710","Doncaster, United Kingdom"
"3839","Donostia - San Sebastian, Spain"
"3876","Doral, FL, United States"
"4768","Doral, United States"
"1083","Dorchester, United Kingdom"
"153","Dordrecht, Netherlands"
"1085","Dordrecht, Netherlands, United States"
"1116","Dordrecht, United States"
"4598","Dorest, United Kingdom"
"4519","Dorking"
"999","Dorking, United Kingdom"
"12","Dorset, United Kingdom"
"446","Double Bay, NSW, Australia"
"137","Double Oak, United States"
"2562","Douglas, United Kingdom"
"5204","Doune, United Kingdom"
"2963","Dover, Australia"
"2637","Dover, United Kingdom"
"4133","Dover, United States"
"4865","Downers Grove, United States"
"4660","Downpatrick, United Kingdom"
"2532","Doylestown, PA"
"5828","Doylestown, PA, United States"
"5493","Dr. Minnetonka, United States"
"3569","Drap, France"
"781","Drenthe, Netherlands"
"736","Dresden, Germany"
"5442","Driebergen-Rijsenburg, Netherlands"
"2267","Driffield"
"4204","Driffield, Nigeria"
"2655","Driffield, United Kingdom"
"5970","Drogheda, Ireland"
"5710","Drogheda, United Kingdom"
"5952","Droitwich Spa, United Kingdom"
"6057","Droitwich, United Kingdom"
"4813","Dromahair, Ireland"
"2337","Dromore, United Kingdom"
"3015","Dronfield, United Kingdom"
"3453","Drybrook, United Kingdom"
"5979","Drysdale, Australia"
"404","Dubai, United Arab Emirates"
"3531","Dubbo, Australia"
"5498","Dubicko, Czech Republic"
"4829","Dublin 11, Ireland"
"6523","Dublin 13, Ireland"
"6268","Dublin 15, Ireland"
"1618","Dublin 2, Ireland"
"2874","Dublin 24, Ireland"
"1147","Dublin 4, Ireland"
"5997","Dublin 5, Ireland"
"4806","Dublin 7, Ireland"
"50","Dublin 8, Ireland"
"2846","Dublin, Galway, Ireland"
"20","Dublin, Ireland"
"1830","Dublin, Ireland, Ireland"
"5844","Dublin, Ireland, United Kingdom"
"1835","Dublin, NH, United States"
"328","Dubuque, IA, United States"
"6304","Dubuque, United States"
"2163","Dudley, United Kingdom"
"4384","Dufftown, United Kingdom"
"695","Duisberg, Germany"
"521","Dulles, United States"
"2160","Dulles, Virginia, United States"
"2701","Duluth, GA, United States"
"1975","Duluth, MN, United States"
"1305","Duluth, United States"
"3900","Dumfries & Galloway, United Kingdom"
"162","Dun Laoghaire, Ireland"
"6092","Dunablane, United Kingdom"
"6067","Dunbar, United Kingdom"
"943","Dunblane, United Kingdom"
"1470","Dunboyne, Ireland"
"1833","Duncan Mills, Ontario"
"4042","Duncanville, United States"
"4040","Dundas, Canada"
"2879","Dundee, Australia"
"406","Dundee, United Kingdom"
"1586","Dunedin, New Zealand"
"2276","Dunfermline, United Kingdom"
"6485","Dunlaoghaire, Ireland"
"5951","Duns, United Kingdom"
"2065","Dunsford, United Kingdom"
"3537","Dunshaughlin, Ireland"
"2308","Dunstable, United Kingdom"
"886","Dural, NSW, Australia"
"3860","Durban North, South Africa"
"3197","Durban, South Africa"
"5089","Durham"
"6266","Durham, N.C"
"3129","Durham, NC, United States"
"3830","Durham, North Carolina, United States"
"1420","Durham, United Kingdom"
"4192","Durham, United States"
"771","Durrington, United Kingdom"
"3258","Dusseldorf, Germany"
"912","Duxford, United Kingdom"
"1136","Dyfed, United Kingdom"
"1042","EDMONTON, Canada"
"4295","EDMONTON, United Kingdom"
"174","Eagan, United States"
"1546","Eagen, United States"
"5279","Eagle River, United States"
"2039","Eagle Rock, VA, United States"
"3264","Eagleville, United States"
"2012","Earlsferry, United Kingdom"
"2926","Earlysville, United States"
"5271","Easingwold, United Kingdom"
"6307","East Barnet, United Kingdom"
"6163","East Bentleigh, VIC, Australia"
"874","East Bridgewater, United States"
"6176","East Brisbane, QLD, Australia"
"4551","East Croydon, United Kingdom"
"6476","East Englewood, United States"
"4594","East Garston, United Kingdom"
"3349","East Grinstead, United Kingdom"
"2352","East Grinstead, West Sussex, United Kingdom"
"4117","East Hampton, N.H, United States"
"4848","East Hampton, United States"
"5363","East Hanover, United States"
"1239","East Hartford, United States"
"6337","East Hawthorn, VIC, Australia"
"4835","East Kew, VIC, Australia"
"2784","East Lansing, MI"
"1527","East Lansing, MI, United States"
"5550","East Lansing, United States"
"3740","East Leake, United Kingdom"
"2936","East Linton, United Kingdom"
"3789","East Lothian, United Kingdom"
"2707","East Lulworth, United Kingdom"
"2860","East Melbourne, Australia"
"6386","East Melbourne, VIC, Australia"
"235","East Meon, Hampshire, United Kingdom"
"828","East Meon, Hants, United Kingdom"
"4215","East Orange, NJ, United States"
"5873","East Orange, New Jersey"
"1028","East Perth, Australia"
"579","East Petersberg, United States"
"1742","East Petersburg, PA, United States"
"1650","East Petersburg, Penn., United States"
"220","East Petersburg, United States"
"5211","East Rochester, United States"
"143","East Roseville, Australia"
"689","East Roseville, NSW, Australia"
"4863","East St Kilda, Australia"
"6106","East St Kilda, VIC, Australia"
"148","East Sussex, United Kingdom"
"5181","East Sydney, Australia"
"880","East Yorkshire, United Kingdom"
"920","Eastbourne, United Kingdom"
"3401","Eastcote, United Kingdom"
"5697","Eastern Cape, South Africa"
"5661","Eastgardens, NSW, Australia"
"2627","Easthampton, Ma"
"1502","Eastleigh, Australia"
"6120","Eastleigh, United Kingdom"
"5410","Eastman, Canada"
"5960","Eastwood, Australia"
"5769","Eastwood, NSW, Australia"
"4870","Eaton Bishop, United Kingdom"
"3784","Eau Claire, United States"
"2620","Eau Claire, WI, United States"
"4716","Eccleshall, United Kingdom"
"2871","Echuca, VIC, Australia"
"5477","Ecuador"
"4565","Eden Prairie, MN, United States"
"1363","Eden Prairie, Minn, United Kingdom"
"4540","Edenbridge, United Kingdom"
"4959","Edenderry, Ireland"
"3898","Edgbaston, United Kingdom"
"3954","Edgecliff, Australia"
"6556","Edgecliff, NSW, Australia"
"5967","Edgeware, United Kingdom"
"973","Edgware, United Kingdom"
"5291","Ediinburgh, United Kingdom"
"905","Edina, MI, United States"
"1917","Edina, MN, United States"
"2984","Edina, United States"
"1492","Edinburgh"
"1977","Edinburgh, Scotland, United Kingdom"
"1098","Edinburgh, Scotland, United States"
"104","Edinburgh, United Kingdom"
"5685","Edinburgh, United States"
"4844","Edinia, MN, United States"
"496","Edison, United States"
"2204","Edmonton, AB, Canada"
"3528","Edwards, United States"
"1821","Edwardstown, Australia"
"6214","Egremont, United Kingdom"
"5311","Eindhoven, Netherlands"
"3763","Einsiedeln, Switzerland"
"4184","El Cajon, Calif."
"4608","El Dorado"
"280","El Dorado Hills, United States"
"4607","El Dorado, United States"
"4941","El Escorial, Spain"
"2262","El Paso, Tex"
"3883","El Paso, United States"
"910","El Segundo, United States"
"5104","El Sobrante, United States"
"2944","Elanora Heights, Australia"
"394","Elanora Heights, NSW, Australia"
"5595","Elanora, QLD, Australia"
"4974","Eleebana, Australia"
"3872","Elgin, IL, United States"
"5244","Elgin, United Kingdom"
"1718","Elgin, United States"
"4387","Elizabeth, Australia"
"1490","Elizabeth, United States"
"4612","Elk Grove Village, IL, United States"
"1497","Elk Grove Village, United States"
"3242","Elkhart, IN, United States"
"4552","Elkton, United States"
"4408","Ellesmere Port, United Kingdom"
"1631","Ellicott City, United States"
"3733","Ellon, United Kingdom"
"1777","Elmhurst, IL, United States"
"5359","Elmhurst, United States"
"3365","Elsternwick, Australia"
"6150","Elsternwick, VIC, Australia"
"5868","Elstree, United Kingdom"
"4755","Eltham, Australia"
"3337","Elwood, Australia"
"3542","Elwood, VIC, Australia"
"1119","Ely, United Kingdom"
"3715","Emeryville, Canada"
"2157","Emley, United Kingdom"
"1117","Emmaus, PA, United States"
"796","Emmaus, United States"
"924","Emsworth, United Kingdom"
"6382","Emu Park, Australia"
"557","Encino, United States"
"1607","Encitas, United States"
"5875","Enderby, United Kingdom"
"2412","Endon, United Kingdom"
"1124","Enfield, United Kingdom"
"486","Enfield, United States"
"801","Enghien-Edingen, Belgium"
"4199","England, AR, United Kingdom"
"141","England, United Kingdom"
"901","Englewood Cliffs, NJ, United States"
"4696","Englewood, CO"
"1087","Englewood, Colo"
"3125","Englewood, NJ, United States"
"659","Englewood, United States"
"3150","Ennis, Ireland"
"3957","Ennis, United Kingdom"
"4065","Enniskerry, Ireland"
"4297","Enumclaw, Wa, United States"
"2682","Epsom, United Kingdom"
"6380","Erasmusland, South Africa"
"190","Erie, United States"
"2214","Erin, Canada"
"6017","Erina Fair, Australia"
"2322","Erina, NSW, Australia"
"3356","Erith, United Kingdom"
"1074","Erkrath, Germany"
"4264","Errington, United States"
"6472","Erskine, United Kingdom"
"3160","Erskineville, Australia"
"1973","Escondido, CA, United States"
"2380","Escondido, United States"
"4804","Esher, United Kingdom"
"5973","Esk, QLD, Australia"
"5045","Esperance, Australia"
"6533","Espoo, Finland"
"5044","Essen, Australia"
"1444","Essen, Germany"
"3374","Essendon North, VIC, Australia"
"2969","Essendon, United Kingdom"
"609","Essex, United Kingdom"
"997","Essex, United States"
"3731","Esssex, United Kingdom"
"683","Estacada, OR, United States"
"4561","Estonia"
"6467","Etchingham, United Kingdom"
"6170","Etham, Australia"
"1904","Ethiopia"
"1377","Etobieoke, ON, Canada"
"4444","Eton, QLD, Australia"
"4045","Eugene, OR, United Kingdom"
"720","Eugene, OR, United States"
"4245","Eugene, Oregon"
"4135","Eugene, Oregon, United Kingdom"
"4262","Eugene, Oregon, United States"
"4225","Eugene, United Kingdom"
"500","Eugene, United States"
"5865","Eureka, California"
"2897","Euroa, Australia"
"1928","Europe, United Kingdom"
"6113","Euxton, United Kingdom"
"1868","Evanston, United States"
"4856","Everdon, United Kingdom"
"5500","Everett, WA, United States"
"6277","Evergreen, Colorado, United States"
"144","Evergreen, United States"
"6169","Eversholt, United Kingdom"
"2471","Evesham, United Kingdom"
"3633","Ewell, United Kingdom"
"512","Exeter, United Kingdom"
"4751","Exeter, United States"
"2185","Exmouth, United Kingdom"
"338","FL, United States"
"2823","Faber, United States"
"4330","Faber, VA, United States"
"4905","Faber, Virginia, United States"
"2520","Fairbanks, United States"
"3442","Fairfax"
"3305","Fairfax, VA, United States"
"4818","Fairfield, Australia"
"2971","Fairfield, IA, United States"
"6439","Fairfield, Iowa"
"861","Fairfield, United States"
"3122","Fairlight, Australia"
"5998","Fairlight, NSW, Australia"
"6384","Fairport, United States"
"2801","Fakenham, United Kingdom"
"3375","Fall Hills, United States"
"6237","Fallbrook, United States"
"4229","Falls Creek, VIC, Australia"
"2565","Falmouth, United Kingdom"
"3928","Fareham, United Kingdom"
"1539","Faringdon, United Kingdom"
"250","Farmington Hills, MI, United States"
"1859","Farmington Hills, United States"
"6450","Farmington, Maine, United Kingdom"
"5847","Farminto Hills, MI, United States"
"5501","Farnborough, United Kingdom"
"3694","Farnham, Surrey, United Kingdom"
"1814","Farnham, United Kingdom"
"4423","Farnsfield, United Kingdom"
"2518","Faversham, United Kingdom"
"114","Fayetteville, United States"
"2770","Fayettville, United States"
"1226","Felixstowe, United Kingdom"
"1597","Fellbach, Germany"
"4224","Felsted, United Kingdom"
"6417","Feltham, United Kingdom"
"3695","Fenton, Mi, United States"
"6474","Fermoy, Ireland"
"1846","Ferndale, MI, United States"
"913","Ferndown, United Kingdom"
"2251","Ferntree Gully, VIC, Australia"
"5789","Ferny Creek, Australia"
"3033","Ferrybridge, United Kingdom"
"4570","Fielding, New Zealand"
"2325","Fife, United Kingdom"
"6128","Filey, United Kingdom"
"391","Finchampstead, United Kingdom"
"1731","Findon, SA, Australia"
"1676","Finland"
"399","Firenze, Italy"
"1699","Firenze, United States"
"39","Fisherman's Bend, Australia"
"1766","Fisherman's Bend, VIC, Australia"
"5183","Fitzroy BC, VIC, Australia"
"3066","Fitzroy North, Australia"
"6158","Fitzroy North, VIC, Australia"
"3547","Fitzroy, Australia"
"2966","Fladbury, United Kingdom"
"3468","Flagler Beach, FL"
"4300","Flagstaff, AZ, United States"
"2717","Flagstaff, United States"
"6445","Flaxton, QLD, Australia"
"1503","Fleet, United Kingdom"
"4461","Fleetwood, United Kingdom"
"1285","Flemington, Australia"
"6327","Flintshire, United Kingdom"
"6068","Flitwick, United Kingdom"
"712","Florence, AL, United States"
"2006","Florence, Italy"
"1640","Florence, KY, United States"
"325","Florence, United States"
"955","Florida"
"5694","Florida Hills, South Africa"
"5774","Florida, NY, United States"
"6303","Florida, United Kingdom"
"546","Florida, United States"
"1624","Flotta, United Kingdom"
"6235","Flushing, NY, United States"
"5604","Flyford Flavell, United Kingdom"
"3896","Fo Tan, Shatin, NT, Hong Kong"
"471","Folkestone, United Kingdom"
"3543","Folkstone, United Kingdom"
"5937","Footscray, VIC, Australia"
"5261","Forch, Switzerland"
"4850","Fordham, United Kingdom"
"6041","Forest Hill, VIC, Australia"
"1593","Forest Row, United Kingdom"
"4294","Foresthill, United States"
"3536","Forestside, United Kingdom"
"6159","Forfar, United Kingdom"
"1021","Forres, United Kingdom"
"3776","Fort Collins, CO, United States"
"1743","Fort Collins, United States"
"2130","Fort Lee, United States"
"5412","Fort Mumbai, India"
"5798","Fort Myers, FL"
"5383","Fort Washington, PA, United States"
"5537","Fort Washington, Pa., United Kingdom"
"4663","Fort Washington, United States"
"4341","Fort Worth, TX, United States"
"1773","Fort Worth, Texas, United States"
"965","Fort Worth, United States"
"5934","Fortitude Valley, Australia"
"5063","Fortitute Valley, QLD, Australia"
"443","Fortworth, United States"
"167","Foster City, United States"
"2169","Fountaintown, IN, United States"
"6545","Frampton Cotterell, United Kingdom"
"4723","Frampton, United Kingdom"
"146","France"
"1968","France, France"
"1888","Frankfurt a.M., Germany"
"1639","Frankfurt a.M., Switzerland"
"472","Frankfurt am Main, Germany"
"479","Frankfurt, Germany"
"5265","Frankfurt, Germany, Germany"
"4156","Frankfurt, Switzerland"
"3735","Franklin Park, NJ, United States"
"5637","Frederick, MD, United States"
"4529","Frederick, Maryland"
"4527","Frederick, Md."
"1655","Frederick, United States"
"5254","Fredericton, Canada"
"3716","Fredericton, NB"
"1072","Frederiksberg, Denmark"
"3751","Frederksberg, Denmark"
"4481","Fredonia, WI, United States"
"746","Fredrick MD, United States"
"2007","Fredricton, Canada"
"1775","Free Union, VA, United States"
"1322","Freedom, CA, United States"
"2656","Freehold, NJ, United States"
"5144","Freiberg, Switzerland"
"4900","Freiburg in Breisgau, Germany"
"4175","Freiburg, Germany"
"1627","Freising, Germany"
"1344","Frejus Cedex, France"
"5054","Fremantle, Australia"
"2749","Fremantle, WA, Australia"
"3168","Fremantle, Western Australia"
"2330","Fremont, United States"
"5611","French Forests, Australia"
"390","Frenchs Forest, Australia"
"5994","Frenchs Forest, N.S.W., United Kingdom"
"208","Frenchs Forest, NSW, Australia"
"3560","Fresno"
"1282","Fresno, CA, United States"
"3411","Fresno, California"
"1798","Fresno, United States"
"2817","Friday Harbor, United States"
"1602","Friendswood, United States"
"2369","Frinton on Sea, United Kingdom"
"4412","Frinton-on-Sea, United Kingdom"
"2090","Frisco, TX"
"3019","Frodsham, United Kingdom"
"3259","Frolunda, Sweden"
"929","Frome, United Kingdom"
"4250","Front Royal, United States"
"97","Fruitland Park, United States"
"1769","Ft. Worth, TX, United States"
"5084","Fucecchio, Italy"
"5631","Fuengirola, Spain"
"6246","Fuldatal, Germany"
"3006","Fulham, SA, Australia"
"2261","Fulham, United Kingdom"
"2536","Fullerton, United States"
"4018","Furneux Pekham, United Kingdom"
"4472","Furstenfeldbru, Germany"
"5283","Fyshwick, ACT, Australia"
"3818","GA, United States"
"5526","Gabarone, Botswana"
"5192","Gaborone, Botswana"
"5751","Gaborone, Botswana, United States"
"2235","Gabriola Island, BC, Canada"
"748","Gabriola Island, United States"
"3398","Gadsden, United States"
"576","Gahanna, United Kingdom"
"4122","Gainesville, FL, United States"
"339","Gainesville, United States"
"6102","Gainsborough, United Kingdom"
"587","Gaithersburg, MD, United States"
"5829","Gaithersburg, Md., United States"
"3773","Gaithersburg, United States"
"2899","Gaithursburg, MD, United States"
"1974","Galashiels, United Kingdom"
"6537","Galatina, United States"
"3083","Galax, VA, United States"
"4924","Gallatin, TN, United States"
"5200","Galve, Sweden"
"1681","Galway, Ireland"
"4877","Galway, United Kingdom"
"3248","Gambier, Ohio, United States"
"5407","Gandhi Nagar Delhi, India"
"786","Garden City Park, NY, United States"
"3361","Garden City, NY, United Kingdom"
"2444","Garden City, NY, United States"
"6559","Gardena, CA, United States"
"5116","Gardena, United States"
"5364","Garhwal, India"
"4138","Garland, United States"
"4422","Garndolbenmaen, United Kingdom"
"5654","Garrisonville, Va, United States"
"5158","Garristown, Ireland"
"420","Garsington, United Kingdom"
"6033","Garthmyl, United Kingdom"
"2499","Gateshead, United Kingdom"
"458","Gauteng, South Africa"
"1668","Gdansk, Poland"
"4995","Gdansk, United States"
"4329","Gdarisk, Poland"
"2942","Gdynia, Poland"
"3622","Geelong West, Australia"
"4591","Gen-ve"
"1483","Geneva, France"
"28","Geneva, Switzerland"
"5112","Genova, Italy"
"1966","Gent, Belgium"
"3627","Georgetown, United States"
"2129","Georgia"
"506","Georgia, United States"
"124","Germany"
"5400","Germany, Germany"
"3344","Germiston, South Africa"
"6363","Ghana"
"1963","Ghaziabad, India"
"1724","Ghent, Belgium"
"1487","Gig Harbor, United States"
"5292","Gilbertsville, PA, United States"
"5369","Gillingham, United Kingdom"
"3886","Gilsum, NH, United States"
"5759","Gilsum, United States"
"2662","Gimli, Man"
"5708","Girona, Spain"
"5874","Gisborne, New Zealand"
"931","Gistrup, Denmark"
"2364","Glamorgan, United Kingdom"
"2921","Gland, Switzerland"
"2510","Glasgow"
"4989","Glasgow (, Glasgow G1 1XH), United Kingdom"
"6356","Glasgow, Scotland, United Kingdom"
"538","Glasgow, United Kingdom"
"5613","Glass, United Kingdom"
"3718","Glasshoughton, Yorks, United Kingdom"
"3191","Glassonby, United Kingdom"
"2327","Glaston, United Kingdom"
"3079","Glastonbury, United Kingdom"
"2299","Glebe, Australia"
"4197","Glebe, NSW, Australia"
"3825","Glen Allen, VA, United States"
"6500","Glen Ellen, United States"
"2399","Glen Ellyn, IL, United States"
"3061","Glen Ellyn, United States"
"5801","Glen Iris, VIC, Australia"
"4836","Glen Spey"
"5472","Glen Spey, NY"
"6470","Glen Waverley, Australia"
"725","Glen Waverley, VIC, Australia"
"6108","Glen Waverly, VIC, Australia"
"5341","Glenashley, South Africa"
"2489","Glenbrook, Australia"
"375","Glencoe, IL, United States"
"4010","Glendale, CA, United States"
"1603","Glendale, United States"
"5047","Glenelg, SA, Australia"
"4918","Glenorie, NSW, Australia"
"5780","Glenrothes, United Kingdom"
"3961","Glienicke /Nordbahn, Germany"
"3416","Glil Yam, Israel"
"2904","Gliwice, Poland"
"6296","Glos, United Kingdom"
"4759","Glossop, United Kingdom"
"56","Gloucester, MA, United States"
"410","Gloucester, United Kingdom"
"744","Gloucester, United States"
"5876","Gloucester, Virginia, United States"
"2850","Gloucestershire, UK, United Kingdom"
"891","Gloucestershire, United Kingdom"
"6135","Glyfada, Greece"
"2070","Goa, India"
"3010","Gobowen, United Kingdom"
"2514","Godalming, United Kingdom"
"5377","Godstone, United Kingdom"
"693","Goettingen, Germany"
"1817","Gold Coast, Australia"
"2680","Gold Hill, United States"
"2470","Golden Co, United States"
"1969","Golden Square, Australia"
"4483","Golden, CO"
"696","Golden, CO, United States"
"5681","Golden, Colo."
"6179","Golden, Colorado, United States"
"2909","Golden, United Kingdom"
"745","Golden, United States"
"4166","Gonzales, United States"
"5947","Goodrich, United Kingdom"
"1141","Goodwood, South Africa"
"5925","Gooloolong, Australia"
"6330","Goombungee, QLD, Australia"
"6044","Goonellabah, NSW, Australia"
"5402","Gorakhpur, India"
"694","Gordon, Australia"
"6080","Gordonsville, United Kingdom"
"293","Gordonsville, United States"
"559","Goring-by-Sea, United Kingdom"
"2730","Gorle, Italy"
"1491","Gorleston, United Kingdom"
"1512","Gorlitz"
"4803","Gort, Ireland"
"5288","Gorzów Wielkopolski, Poland"
"1356","Gosford, Australia"
"6048","Goshen, NY, United States"
"1288","Goshen, United States"
"2917","Gosport, United Kingdom"
"2268","Gottingen, Germany"
"5922","Goxhill, United Kingdom"
"5672","Grafton, OH"
"5206","Grahamstown, South Africa"
"2608","Graigfechan, United Kingdom"
"4819","Granada, Spain"
"5886","Granada, United States"
"5280","Grand Cayman, Cayman Islands"
"2286","Grand Haven, Mi"
"2296","Grand Haven, Mi, United States"
"2366","Grand Haven, Mich"
"2432","Grand Haven, Mich."
"2318","Grand Haven, Michigan"
"742","Grand Haven, Michigan, United States"
"741","Grand Haven, United States"
"4394","Grand Parade, Cork, Ireland"
"1409","Grand Rapids"
"4220","Grand Rapids, MI, Australia"
"1493","Grand Rapids, MI, United Kingdom"
"1601","Grand Rapids, MI, United States"
"3756","Grand Rapids, United Kingdom"
"411","Grand Rapids, United States"
"4312","Grande Prairie, Canada"
"4628","Granollers, Spain"
"1758","Grantham, United Kingdom"
"152","Grantsville, MD, United States"
"2116","Granville, Oh, United States"
"4213","Gravatt, QLD, Australia"
"5468","Gravehage, Netherlands"
"324","Gravesend, United Kingdom"
"2448","Grays, Essex, United Kingdom"
"6070","Grayshott, United Kingdom"
"3493","Graz, Austria"
"5028","Greasby, United Kingdom"
"4507","Great Bardfield, United Kingdom"
"1335","Great Barringron, United States"
"5602","Great Barrington, MA, United Kingdom"
"3335","Great Barrington, MA, United States"
"2546","Great Barrington, United States"
"4389","Great Bookham, United Kingdom"
"4892","Great Britain"
"3299","Great Falls, United States"
"3373","Great Falls, VA, United States"
"975","Great Gaddesden, United Kingdom"
"5643","Great Harwood, United Kingdom"
"6352","Great Hucklow, United Kingdom"
"3483","Great Linford, United Kingdom"
"4458","Great Missenden, United Kingdom"
"5304","Great Plumstead, United Kingdom"
"4860","Great Wishford, United Kingdom"
"1383","Great Yarmouth, United Kingdom"
"5609","Greater London, United Kingdom"
"2404","Greece"
"257","Green Bay, United States"
"5299","Green Cove Springs, United States"
"459","Green Forest , AR, United States"
"5210","Green Forest, AR"
"1376","Green Forest, United States"
"5723","Greenbelt, MD, United States"
"6497","Greendale, WI, United States"
"6196","Greeneville, United States"
"5083","Greenfield, United States"
"1695","Greenford, United Kingdom"
"5428","Greenland, Denmark"
"4762","Greensboro, N.C, United States"
"3606","Greensboro, N.C., United States"
"4190","Greensboro, NC, United States"
"4537","Greensboro, North Carolina, United States"
"2560","Greensboro, United States"
"4273","Greenslopes, Australia"
"2833","Greenvile, Ohio"
"5320","Greenville, SC, France"
"1220","Greenville, SC, United States"
"1249","Greenville, United States"
"3133","Greenwich, NSW, Australia"
"837","Greenwich, United States"
"4840","Greenwood Village, CO, United States"
"2811","Greenwood Village, United States"
"4251","Greenwood, Australia"
"4597","Greenwood, WA, Australia"
"5205","Greifswald, Germany"
"3690","Grenoble, France"
"618","Gretna, LA, United States"
"4562","Greve, Denmark"
"1160","Grittleton, United Kingdom"
"5776","Groningen, Netherlands"
"3199","Grosse Ile, MI, United States"
"4702","Grosseto, Italy"
"1401","Grover, United States"
"1677","Gt Yarmouth, United Kingdom"
"5228","Guadaloupe"
"1232","Guateng, South Africa"
"4460","Guernsey, United Kingdom"
"5866","Guilderland, United States"
"305","Guildford, United Kingdom"
"3734","Guilford, CT"
"729","Guilford, CT, United States"
"5340","Guilford, Conn, United States"
"2845","Guilford, Connecticut, United States"
"15","Guilford, United States"
"5484","Gujarat, India"
"3882","Gulf Breeze, FL, United States"
"4693","Gulfport, United States"
"1979","Gundaroo, Australia"
"1890","Gurgaon, India"
"3698","Gutersloh, Germany"
"6060","Gwent, United Kingdom"
"4255","Gweru"
"749","Gwynedd, United Kingdom"
"5804","Gymea, NSW, Australia"
"6178","Gympie, QLD, Australia"
"3894","HI, United States"
"3526","Ha Noi, Vietnam"
"962","Haar, Germany"
"6021","Haberfield, Australia"
"5212","Hackenheim, Germany"
"1893","Hackensack NJ, United States"
"5636","Hackensack, United States"
"4163","Haddenham, United Kingdom"
"2110","Haddington, United Kingdom"
"788","Hadleigh, United Kingdom"
"4012","Hagerstown, MD, United States"
"5305","Hagerstown, United States"
"5213","Haiku, United States"
"6312","Hailsham, United Kingdom"
"6213","Halcottsville, N.Y"
"6184","Halcottsville, New York, United States"
"6247","Halcottsville, United States"
"1876","Halesowen, United Kingdom"
"2419","Halesworth, United Kingdom"
"1983","Halfway House, South Africa"
"897","Halifax, Canada"
"3106","Halifax, United Kingdom"
"5921","Halifax, West Yorkshire, United Kingdom"
"6019","Halstead, United Kingdom"
"987","Hamble, United Kingdom"
"5675","Hamburg"""
"655","Hamburg, Germany"
"4568","Hamden, United States"
"5690","Hamilton DC, Australia"
"6187","Hamilton, Canada"
"6043","Hamilton, N.Z., New Zealand"
"5038","Hamilton, NSW, Australia"
"3262","Hamilton, New Zealand"
"5090","Hamilton, United States"
"3135","Hammersmith, United Kingdom"
"4780","Hamneda, Sweden"
"263","Hampshire, United Kingdom"
"3997","Hampstead, United States"
"4659","Hampton Court, United Kingdom"
"1445","Hampton Hill, United Kingdom"
"2472","Hampton, N.H, United Kingdom"
"2953","Hampton, United Kingdom"
"3581","Hania, Crete, Greece"
"5867","Hanna, United States"
"1067","Hannover, Germany"
"5645","Hanover, N.H, United States"
"4667","Hanover, N.H., United States"
"6030","Hanover, NH, United States"
"341","Hanover, PA, United States"
"958","Hanover, United States"
"332","Hants, United Kingdom"
"6132","Happy Valley, SA, Australia"
"5707","Harare, Zimbabwe"
"1242","Hardwick, United States"
"4992","Hargrave, United Kingdom"
"4907","Harjumaa, Estonia"
"3315","Harlech, United Kingdom"
"2476","Harlesden, United Kingdom"
"1419","Harley, United Kingdom"
"4291","Harlingen, Texas"
"6432","Harlow"
"14","Harlow, United Kingdom"
"4005","Harmondsworth, United Kingdom"
"1476","Harpenden, Herts, United Kingdom"
"85","Harpenden, United Kingdom"
"5284","Harpers Ferry, W.V, United States"
"233","Harrisburg, PA, United States"
"1410","Harrisburg, United States"
"1066","Harrison, United States"
"6421","Harrisonburg, Virginia, United States"
"739","Harrogate, United Kingdom"
"2017","Harrow, United Kingdom"
"6031","Harrowgate, United Kingdom"
"5277","Hartbeespoort, South Africa"
"1779","Hartford, United Kingdom"
"5285","Hartford, United States"
