year	month	location	ira	product_category	brand	sku_id	item_per_bundle	shape	with_alcohol	filling	volume	price
2017	5	Pirate Bay	PB	Chocolates	Cadbury	sku #79	1	Standart	No	Nothing	354.0	
2017	5	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #15	1	Standart	No	Nothing	2664.0	1.2689040812098609
2017	5	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #16	3	Standart	No	Nothing	7164.0	2.9780401905945726
2017	5	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #22	2	Standart	No	Nothing	8112.0	2.175264139216905
2017	5	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #28	3	Standart	No	Nothing	5382.0	2.9780401905945726
2017	5	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #30	1	Standart	No	Nothing	5700.0	1.2689040812098609
2017	5	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #31	1	Square	No	Nothing	1032.0	1.2689040812098609
2017	5	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #33	1	Standart	No	Nothing	384.0	1.2689040812098609
2017	5	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #38	1	Standart	Yes	Nothing	1278.0	1.2689040812098609
2017	5	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #41	1	Standart	No	Nothing	1668.0	1.2689040812098609
2017	5	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #46	1	Standart	No	Nothing	3576.0	1.2689040812098609
2017	5	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #48	2	Standart	No	Nothing	4956.0	2.175264139216905
2017	5	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #49	1	Standart	No	Nothing	816.0	1.2689040812098609
2017	5	Pirate Bay	PB	Chocolates	Milka	sku #42	1	Standart	No	Nothing	78.0	1.45017609281127
2017	5	Pirate Bay	PB	Chocolates	Milka	sku #67	1	Standart	No	Nothing	432.0	1.45017609281127
2017	5	Pirate Bay	PB	Chocolates	Toblerone	sku #25	1	Standart	No	Nothing	2640.0	1.2689040812098609
2017	5	Pirate Bay	PB	Chocolates	Toblerone	sku #73	1	Standart	No	Nothing	1566.0	1.2689040812098609
2017	5	Pirate Bay	PB	Chocolates	Twix	sku #78	1	Standart	No	Nothing	336.0	
2017	6	Alpha City	AC	Chocolates	Cadbury	sku #79	1	Standart	No	Nothing	9078.0	
2017	6	Alpha City	AC	Chocolates	Ferrero Rocher	sku #15	1	Standart	No	Nothing	11664.0	1.2575710912637308
2017	6	Alpha City	AC	Chocolates	Ferrero Rocher	sku #16	3	Standart	No	Nothing	6390.0	3.0284365054922486
2017	6	Alpha City	AC	Chocolates	Ferrero Rocher	sku #22	2	Standart	No	Nothing	15912.0	2.271327379119187
2017	6	Alpha City	AC	Chocolates	Ferrero Rocher	sku #28	3	Standart	No	Nothing	3852.0	3.0284365054922486
2017	6	Alpha City	AC	Chocolates	Ferrero Rocher	sku #30	1	Standart	No	Nothing	10434.0	1.2575710912637308
2017	6	Alpha City	AC	Chocolates	Ferrero Rocher	sku #31	1	Square	No	Nothing	3282.0	1.2575710912637308
2017	6	Alpha City	AC	Chocolates	Ferrero Rocher	sku #33	1	Standart	No	Nothing	582.0	1.2575710912637308
2017	6	Alpha City	AC	Chocolates	Ferrero Rocher	sku #38	1	Standart	Yes	Nothing	576.0	1.2575710912637308
2017	6	Alpha City	AC	Chocolates	Ferrero Rocher	sku #41	1	Standart	No	Nothing	2772.0	1.2575710912637308
2017	6	Alpha City	AC	Chocolates	Ferrero Rocher	sku #46	1	Standart	No	Nothing	2826.0	1.2575710912637308
2017	6	Alpha City	AC	Chocolates	Ferrero Rocher	sku #48	2	Standart	No	Nothing	6024.0	2.271327379119187
2017	6	Alpha City	AC	Chocolates	Ferrero Rocher	sku #49	1	Standart	No	Nothing	4800.0	1.2575710912637308
2017	6	Alpha City	AC	Chocolates	Milka	sku #42	1	Standart	No	Nothing	426.0	1.4372241043014065
2017	6	Alpha City	AC	Chocolates	Milka	sku #67	1	Standart	No	Nothing	756.0	1.4372241043014065
2017	6	Alpha City	AC	Chocolates	Toblerone	sku #25	1	Standart	No	Nothing	7434.0	1.2575710912637308
2017	6	Alpha City	AC	Chocolates	Toblerone	sku #73	1	Standart	No	Nothing	4410.0	1.2575710912637308
2017	6	Alpha City	AC	Chocolates	Twix	sku #78	1	Standart	No	Nothing	4500.0	
2017	6	Moon	MN	Chocolates	Cadbury	sku #34	1	Standart	No	Nothing	552.0	1.1059437386569877
2017	6	Moon	MN	Chocolates	Cadbury	sku #37	1	Standart	No	Nothing	678.0	1.1059437386569877
2017	6	Moon	MN	Chocolates	Ferrero Rocher	sku #27	1	Standart	No	Nothing	2814.0	1.1910163339382938
2017	6	Moon	MN	Chocolates	Ferrero Rocher	sku #43	1	Standart	No	Nothing	1206.0	1.1910163339382938
2017	6	Moon	MN	Chocolates	Ferrero Rocher	sku #44	1	Standart	No	Nothing	432.0	1.1910163339382938
2017	6	Moon	MN	Chocolates	Ferrero Rocher	sku #72	1	Standart	No	Nothing	7830.0	1.1910163339382938
2017	6	Moon	MN	Chocolates	Ferrero Rocher	sku #81	2	Standart	No	Nothing	9732.0	
2017	6	Moon	MN	Chocolates	Ferrero Rocher	sku #82	3	Standart	No	Nothing	4464.0	
2017	6	Moon	MN	Chocolates	Ferrero Rocher	sku #83	2	Standart	No	Nothing	7236.0	
2017	6	Moon	MN	Chocolates	Ferrero Rocher	sku #84	3	Standart	No	Nothing	5400.0	
2017	6	Moon	MN	Chocolates	Snickers	sku #7	1	Standart	No	Nothing	516.0	1.1059437386569877
2017	6	Moon	MN	Chocolates	Toblerone	sku #11	2	Standart	No	Nothing	600.0	2.126814882032668
2017	6	Moon	MN	Chocolates	Toblerone	sku #17	2	Standart	No	Nothing	444.0	2.126814882032668
2017	6	Moon	MN	Chocolates	Toblerone	sku #3	1	Standart	No	Nothing	390.0	1.1768375680580765
2017	6	Moon	MN	Chocolates	Toblerone	sku #5	1	Standart	No	Nothing	924.0	1.1768375680580765
2017	6	Pirate Bay	PB	Chocolates	Cadbury	sku #79	1	Standart	No	Nothing	768.0	
2017	6	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #15	1	Standart	No	Nothing	3606.0	1.2575710912637308
2017	6	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #16	3	Standart	No	Nothing	9180.0	3.0284365054922486
2017	6	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #22	2	Standart	No	Nothing	9924.0	2.271327379119187
2017	6	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #28	3	Standart	No	Nothing	7308.0	3.0284365054922486
2017	6	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #30	1	Standart	No	Nothing	7386.0	1.2575710912637308
2017	6	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #31	1	Square	No	Nothing	1050.0	1.2575710912637308
2017	6	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #33	1	Standart	No	Nothing	312.0	1.2575710912637308
2017	6	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #38	1	Standart	Yes	Nothing	1434.0	1.2575710912637308
2017	6	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #41	1	Standart	No	Nothing	1944.0	1.2575710912637308
2017	6	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #46	1	Standart	No	Nothing	4296.0	1.2575710912637308
2017	6	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #48	2	Standart	No	Nothing	5604.0	2.271327379119187
2017	6	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #49	1	Standart	No	Nothing	1050.0	1.2575710912637308
2017	6	Pirate Bay	PB	Chocolates	Milka	sku #42	1	Standart	No	Nothing	288.0	1.4372241043014065
2017	6	Pirate Bay	PB	Chocolates	Milka	sku #67	1	Standart	No	Nothing	384.0	1.4372241043014065
2017	6	Pirate Bay	PB	Chocolates	Toblerone	sku #25	1	Standart	No	Nothing	3576.0	1.2575710912637308
2017	6	Pirate Bay	PB	Chocolates	Toblerone	sku #73	1	Standart	No	Nothing	1944.0	1.2575710912637308
2017	6	Pirate Bay	PB	Chocolates	Twix	sku #78	1	Standart	No	Nothing	480.0	
2017	6	Village	VL	Chocolates	Ferrero Rocher	sku #30	1	Standart	No	Nothing	900.0	1.2575710912637308
2017	7	Alpha City	AC	Chocolates	Cadbury	sku #79	1	Standart	No	Nothing	15882.0	
2017	7	Alpha City	AC	Chocolates	Ferrero Rocher	sku #15	1	Standart	No	Nothing	6846.0	1.28145865434001
2017	7	Alpha City	AC	Chocolates	Ferrero Rocher	sku #16	3	Standart	No	Nothing	10728.0	3.274268104776578
2017	7	Alpha City	AC	Chocolates	Ferrero Rocher	sku #22	2	Standart	No	Nothing	26952.0	2.306111967128916
2017	7	Alpha City	AC	Chocolates	Ferrero Rocher	sku #28	3	Standart	No	Nothing	5652.0	3.274268104776578
2017	7	Alpha City	AC	Chocolates	Ferrero Rocher	sku #30	1	Standart	No	Nothing	24474.0	1.28145865434001
2017	7	Alpha City	AC	Chocolates	Ferrero Rocher	sku #31	1	Square	No	Nothing	3264.0	1.28145865434001
2017	7	Alpha City	AC	Chocolates	Ferrero Rocher	sku #33	1	Standart	No	Nothing	684.0	1.28145865434001
2017	7	Alpha City	AC	Chocolates	Ferrero Rocher	sku #38	1	Standart	Yes	Nothing	2028.0	1.28145865434001
2017	7	Alpha City	AC	Chocolates	Ferrero Rocher	sku #41	1	Standart	No	Nothing	5340.0	1.28145865434001
2017	7	Alpha City	AC	Chocolates	Ferrero Rocher	sku #46	1	Standart	No	Nothing	3876.0	1.28145865434001
2017	7	Alpha City	AC	Chocolates	Ferrero Rocher	sku #48	2	Standart	No	Nothing	10176.0	2.306111967128916
2017	7	Alpha City	AC	Chocolates	Ferrero Rocher	sku #49	1	Standart	No	Nothing	5448.0	1.28145865434001
2017	7	Alpha City	AC	Chocolates	Milka	sku #42	1	Standart	No	Nothing	732.0	1.4381099126861838
2017	7	Alpha City	AC	Chocolates	Milka	sku #67	1	Standart	No	Nothing	390.0	1.4381099126861838
2017	7	Alpha City	AC	Chocolates	Toblerone	sku #25	1	Standart	No	Nothing	11616.0	1.28145865434001
2017	7	Alpha City	AC	Chocolates	Toblerone	sku #73	1	Standart	No	Nothing	5508.0	1.28145865434001
2017	7	Alpha City	AC	Chocolates	Twix	sku #78	1	Standart	No	Nothing	6294.0	
2017	7	Moon	MN	Chocolates	Cadbury	sku #34	1	Standart	No	Nothing	1098.0	1.0969846984698468
2017	7	Moon	MN	Chocolates	Cadbury	sku #37	1	Standart	No	Nothing	1122.0	1.0969846984698468
2017	7	Moon	MN	Chocolates	Ferrero Rocher	sku #27	1	Standart	No	Nothing	4326.0	1.1813681368136817
2017	7	Moon	MN	Chocolates	Ferrero Rocher	sku #43	1	Standart	No	Nothing	1824.0	1.1813681368136817
2017	7	Moon	MN	Chocolates	Ferrero Rocher	sku #44	1	Standart	No	Nothing	414.0	1.1813681368136817
2017	7	Moon	MN	Chocolates	Ferrero Rocher	sku #72	1	Standart	No	Nothing	9642.0	1.1813681368136817
2017	7	Moon	MN	Chocolates	Ferrero Rocher	sku #81	2	Standart	No	Nothing	12036.0	
2017	7	Moon	MN	Chocolates	Ferrero Rocher	sku #82	3	Standart	No	Nothing	5634.0	
2017	7	Moon	MN	Chocolates	Ferrero Rocher	sku #83	2	Standart	No	Nothing	7536.0	
2017	7	Moon	MN	Chocolates	Ferrero Rocher	sku #84	3	Standart	No	Nothing	5904.0	
2017	7	Moon	MN	Chocolates	Snickers	sku #7	1	Standart	No	Nothing	636.0	1.0969846984698468
2017	7	Moon	MN	Chocolates	Toblerone	sku #11	2	Standart	No	Nothing	1332.0	2.109585958595859
2017	7	Moon	MN	Chocolates	Toblerone	sku #17	2	Standart	No	Nothing	480.0	2.109585958595859
2017	7	Moon	MN	Chocolates	Toblerone	sku #3	1	Standart	No	Nothing	438.0	1.1673042304230423
2017	7	Moon	MN	Chocolates	Toblerone	sku #5	1	Standart	No	Nothing	2040.0	1.1673042304230423
2017	7	Pirate Bay	PB	Chocolates	Cadbury	sku #79	1	Standart	No	Nothing	1236.0	
2017	7	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #15	1	Standart	No	Nothing	3648.0	1.28145865434001
2017	7	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #16	3	Standart	No	Nothing	11340.0	3.274268104776578
2017	7	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #22	2	Standart	No	Nothing	14268.0	2.306111967128916
2017	7	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #28	3	Standart	No	Nothing	8280.0	3.274268104776578
2017	7	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #30	1	Standart	No	Nothing	9570.0	1.28145865434001
2017	7	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #31	1	Square	No	Nothing	1140.0	1.28145865434001
2017	7	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #33	1	Standart	No	Nothing	648.0	1.28145865434001
2017	7	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #38	1	Standart	Yes	Nothing	1668.0	1.28145865434001
2017	7	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #41	1	Standart	No	Nothing	2670.0	1.28145865434001
2017	7	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #46	1	Standart	No	Nothing	4860.0	1.28145865434001
2017	7	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #48	2	Standart	No	Nothing	8676.0	2.306111967128916
2017	7	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #49	1	Standart	No	Nothing	1788.0	1.28145865434001
2017	7	Pirate Bay	PB	Chocolates	Milka	sku #42	1	Standart	No	Nothing	54.0	1.4381099126861838
2017	7	Pirate Bay	PB	Chocolates	Milka	sku #67	1	Standart	No	Nothing	144.0	1.4381099126861838
2017	7	Pirate Bay	PB	Chocolates	Toblerone	sku #25	1	Standart	No	Nothing	5346.0	1.28145865434001
2017	7	Pirate Bay	PB	Chocolates	Toblerone	sku #73	1	Standart	No	Nothing	2664.0	1.28145865434001
2017	7	Pirate Bay	PB	Chocolates	Twix	sku #78	1	Standart	No	Nothing	666.0	
2017	8	Alpha City	AC	Chocolates	Cadbury	sku #79	1	Standart	No	Nothing	12240.0	
2017	8	Alpha City	AC	Chocolates	Ferrero Rocher	sku #15	1	Standart	No	Nothing	9324.0	1.2741293024205904
2017	8	Alpha City	AC	Chocolates	Ferrero Rocher	sku #16	3	Standart	No	Nothing	8190.0	3.255540802778062
2017	8	Alpha City	AC	Chocolates	Ferrero Rocher	sku #22	2	Standart	No	Nothing	18984.0	2.2929220712899605
2017	8	Alpha City	AC	Chocolates	Ferrero Rocher	sku #28	3	Standart	No	Nothing	3924.0	3.255540802778062
2017	8	Alpha City	AC	Chocolates	Ferrero Rocher	sku #30	1	Standart	No	Nothing	15276.0	1.2741293024205904
2017	8	Alpha City	AC	Chocolates	Ferrero Rocher	sku #31	1	Square	No	Nothing	3072.0	1.2511490144009807
2017	8	Alpha City	AC	Chocolates	Ferrero Rocher	sku #33	1	Standart	No	Nothing	702.0	1.2741293024205904
2017	8	Alpha City	AC	Chocolates	Ferrero Rocher	sku #38	1	Standart	Yes	Nothing	1116.0	1.2741293024205904
2017	8	Alpha City	AC	Chocolates	Ferrero Rocher	sku #41	1	Standart	No	Nothing	3750.0	1.2741293024205904
2017	8	Alpha City	AC	Chocolates	Ferrero Rocher	sku #46	1	Standart	No	Nothing	3918.0	1.2741293024205904
2017	8	Alpha City	AC	Chocolates	Ferrero Rocher	sku #48	2	Standart	No	Nothing	7836.0	2.2929220712899605
2017	8	Alpha City	AC	Chocolates	Ferrero Rocher	sku #49	1	Standart	No	Nothing	4452.0	1.2741293024205904
2017	8	Alpha City	AC	Chocolates	Milka	sku #42	1	Standart	No	Nothing	588.0	1.4298845878868351
2017	8	Alpha City	AC	Chocolates	Milka	sku #67	1	Standart	No	Nothing	762.0	1.4298845878868351
2017	8	Alpha City	AC	Chocolates	Toblerone	sku #25	1	Standart	No	Nothing	7044.0	1.2741293024205904
2017	8	Alpha City	AC	Chocolates	Toblerone	sku #73	1	Standart	No	Nothing	3792.0	1.2741293024205904
2017	8	Alpha City	AC	Chocolates	Twix	sku #78	1	Standart	No	Nothing	4764.0	
2017	8	Moon	MN	Chocolates	Cadbury	sku #34	1	Standart	No	Nothing	222.0	1.081770775546433
2017	8	Moon	MN	Chocolates	Cadbury	sku #37	1	Standart	No	Nothing	318.0	1.081770775546433
2017	8	Moon	MN	Chocolates	Ferrero Rocher	sku #27	1	Standart	No	Nothing	882.0	1.164983912126928
2017	8	Moon	MN	Chocolates	Ferrero Rocher	sku #43	1	Standart	No	Nothing	1398.0	1.164983912126928
2017	8	Moon	MN	Chocolates	Ferrero Rocher	sku #44	1	Standart	No	Nothing	1032.0	1.164983912126928
2017	8	Moon	MN	Chocolates	Ferrero Rocher	sku #72	1	Standart	No	Nothing	8586.0	1.164983912126928
2017	8	Moon	MN	Chocolates	Ferrero Rocher	sku #81	2	Standart	No	Nothing	12492.0	
2017	8	Moon	MN	Chocolates	Ferrero Rocher	sku #82	3	Standart	No	Nothing	4806.0	
2017	8	Moon	MN	Chocolates	Ferrero Rocher	sku #83	2	Standart	No	Nothing	1920.0	
2017	8	Moon	MN	Chocolates	Ferrero Rocher	sku #84	3	Standart	No	Nothing	2214.0	
2017	8	Moon	MN	Chocolates	Snickers	sku #7	1	Standart	No	Nothing	378.0	1.081770775546433
2017	8	Moon	MN	Chocolates	Toblerone	sku #11	2	Standart	No	Nothing	1200.0	2.0803284145123717
2017	8	Moon	MN	Chocolates	Toblerone	sku #17	2	Standart	No	Nothing	540.0	2.0803284145123717
2017	8	Moon	MN	Chocolates	Toblerone	sku #3	1	Standart	No	Nothing	1524.0	1.1511150560301786
2017	8	Moon	MN	Chocolates	Toblerone	sku #5	1	Standart	No	Nothing	1176.0	1.1511150560301786
2017	8	Pirate Bay	PB	Chocolates	Cadbury	sku #79	1	Standart	No	Nothing	684.0	
2017	8	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #15	1	Standart	No	Nothing	5988.0	1.2741293024205904
2017	8	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #16	3	Standart	No	Nothing	7452.0	3.255540802778062
2017	8	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #22	2	Standart	No	Nothing	11760.0	2.2929220712899605
2017	8	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #28	3	Standart	No	Nothing	5652.0	3.255540802778062
2017	8	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #30	1	Standart	No	Nothing	5928.0	1.2741293024205904
2017	8	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #31	1	Square	No	Nothing	978.0	1.2511490144009807
2017	8	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #33	1	Standart	No	Nothing	738.0	1.2741293024205904
2017	8	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #38	1	Standart	Yes	Nothing	1878.0	1.2741293024205904
2017	8	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #41	1	Standart	No	Nothing	2886.0	1.2741293024205904
2017	8	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #46	1	Standart	No	Nothing	4758.0	1.2741293024205904
2017	8	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #48	2	Standart	No	Nothing	7596.0	2.2929220712899605
2017	8	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #49	1	Standart	No	Nothing	2052.0	1.2741293024205904
2017	8	Pirate Bay	PB	Chocolates	Milka	sku #42	1	Standart	No	Nothing	270.0	1.4298845878868351
2017	8	Pirate Bay	PB	Chocolates	Milka	sku #67	1	Standart	No	Nothing	378.0	1.4298845878868351
2017	8	Pirate Bay	PB	Chocolates	Snickers	sku #94	1	Standart	No	Nothing	6.0	
2017	8	Pirate Bay	PB	Chocolates	Toblerone	sku #25	1	Standart	No	Nothing	3702.0	1.2741293024205904
2017	8	Pirate Bay	PB	Chocolates	Toblerone	sku #73	1	Standart	No	Nothing	2340.0	1.2741293024205904
2017	8	Pirate Bay	PB	Chocolates	Twix	sku #78	1	Standart	No	Nothing	444.0	
2017	8	Village	VL	Chocolates	Ferrero Rocher	sku #30	1	Standart	No	Nothing	1200.0	1.2741293024205904
2017	8	Village	VL	Chocolates	Ferrero Rocher	sku #46	1	Standart	No	Nothing	1200.0	1.2741293024205904
2017	9	Alpha City	AC	Chocolates	Cadbury	sku #79	1	Standart	No	Nothing	10380.0	
2017	9	Alpha City	AC	Chocolates	Ferrero Rocher	sku #106	1	Standart	No	Nothing	336.0	
2017	9	Alpha City	AC	Chocolates	Ferrero Rocher	sku #15	1	Standart	No	Nothing	12162.0	1.2825125938110409
2017	9	Alpha City	AC	Chocolates	Ferrero Rocher	sku #16	3	Standart	No	Nothing	7146.0	3.276961036290738
2017	9	Alpha City	AC	Chocolates	Ferrero Rocher	sku #22	2	Standart	No	Nothing	17640.0	2.308008635756143
2017	9	Alpha City	AC	Chocolates	Ferrero Rocher	sku #28	3	Standart	No	Nothing	3438.0	3.276961036290738
2017	9	Alpha City	AC	Chocolates	Ferrero Rocher	sku #30	1	Standart	No	Nothing	13134.0	1.2825125938110409
2017	9	Alpha City	AC	Chocolates	Ferrero Rocher	sku #31	1	Square	No	Nothing	3306.0	1.2593811041431069
2017	9	Alpha City	AC	Chocolates	Ferrero Rocher	sku #33	1	Standart	No	Nothing	396.0	1.2825125938110409
2017	9	Alpha City	AC	Chocolates	Ferrero Rocher	sku #38	1	Standart	Yes	Nothing	1584.0	1.2825125938110409
2017	9	Alpha City	AC	Chocolates	Ferrero Rocher	sku #41	1	Standart	No	Nothing	2964.0	1.2825125938110409
2017	9	Alpha City	AC	Chocolates	Ferrero Rocher	sku #46	1	Standart	No	Nothing	3292.0	1.2825125938110409
2017	9	Alpha City	AC	Chocolates	Ferrero Rocher	sku #48	2	Standart	No	Nothing	6996.0	2.308008635756143
2017	9	Alpha City	AC	Chocolates	Ferrero Rocher	sku #49	1	Standart	No	Nothing	5436.0	1.2825125938110409
2017	9	Alpha City	AC	Chocolates	Milka	sku #42	1	Standart	No	Nothing	516.0	1.4392926904492649
2017	9	Alpha City	AC	Chocolates	Milka	sku #67	1	Standart	No	Nothing	690.0	1.4392926904492649
2017	9	Alpha City	AC	Chocolates	Toblerone	sku #25	1	Standart	No	Nothing	9216.0	1.2825125938110409
2017	9	Alpha City	AC	Chocolates	Toblerone	sku #73	1	Standart	No	Nothing	5322.0	1.2825125938110409
2017	9	Alpha City	AC	Chocolates	Twix	sku #78	1	Standart	No	Nothing	5094.0	
2017	9	Alpha City	AC	Lollipops	Chupa Chups	sku #76	1	Round	Yes	Nuts	1254.0	1.2825125938110409
2017	9	Alpha City	AC	Lollipops	Chupa Chups	sku #77	1	Round	No	Nuts	1266.0	1.2825125938110409
2017	9	Alpha City	AC	Lollipops	Chupa Chups	sku #97	1	Round	No	Nuts	1440.0	
2017	9	Moon	MN	Chocolates	Cadbury	sku #34	1	Standart	No	Nothing	570.0	1.0896289673670092
2017	9	Moon	MN	Chocolates	Cadbury	sku #37	1	Standart	No	Nothing	600.0	1.0896289673670092
2017	9	Moon	MN	Chocolates	Ferrero Rocher	sku #27	1	Standart	No	Nothing	4170.0	1.1734465802413947
2017	9	Moon	MN	Chocolates	Ferrero Rocher	sku #43	1	Standart	No	Nothing	1044.0	1.1734465802413947
2017	9	Moon	MN	Chocolates	Ferrero Rocher	sku #44	1	Standart	No	Nothing	336.0	1.1734465802413947
2017	9	Moon	MN	Chocolates	Ferrero Rocher	sku #72	1	Standart	No	Nothing	7494.0	1.1734465802413947
2017	9	Moon	MN	Chocolates	Ferrero Rocher	sku #81	2	Standart	No	Nothing	10044.0	
2017	9	Moon	MN	Chocolates	Ferrero Rocher	sku #82	3	Standart	No	Nothing	4950.0	
2017	9	Moon	MN	Chocolates	Ferrero Rocher	sku #83	2	Standart	No	Nothing	6876.0	
2017	9	Moon	MN	Chocolates	Ferrero Rocher	sku #84	3	Standart	No	Nothing	7398.0	
2017	9	Moon	MN	Chocolates	Snickers	sku #7	1	Standart	No	Nothing	1206.0	1.0896289673670092
2017	9	Moon	MN	Chocolates	Toblerone	sku #11	2	Standart	No	Nothing	1800.0	2.095440321859633
2017	9	Moon	MN	Chocolates	Toblerone	sku #3	1	Standart	No	Nothing	480.0	1.1594769780956635
2017	9	Moon	MN	Chocolates	Toblerone	sku #5	1	Standart	No	Nothing	1332.0	1.1594769780956635
2017	9	Pirate Bay	PB	Chocolates	Cadbury	sku #79	1	Standart	No	Nothing	894.0	
2017	9	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #106	1	Standart	No	Nothing	114.0	
2017	9	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #15	1	Standart	No	Nothing	7266.0	1.2825125938110409
2017	9	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #16	3	Standart	No	Nothing	7002.0	3.276961036290738
2017	9	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #22	2	Standart	No	Nothing	12480.0	2.308008635756143
2017	9	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #28	3	Standart	No	Nothing	5220.0	3.276961036290738
2017	9	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #30	1	Standart	No	Nothing	4512.0	1.2825125938110409
2017	9	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #31	1	Square	No	Nothing	1338.0	1.2593811041431069
2017	9	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #33	1	Standart	No	Nothing	432.0	1.2825125938110409
2017	9	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #38	1	Standart	Yes	Nothing	1596.0	1.2825125938110409
2017	9	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #41	1	Standart	No	Nothing	2070.0	1.2825125938110409
2017	9	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #46	1	Standart	No	Nothing	3054.0	1.2825125938110409
2017	9	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #48	2	Standart	No	Nothing	7020.0	2.308008635756143
2017	9	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #49	1	Standart	No	Nothing	2928.0	1.2825125938110409
2017	9	Pirate Bay	PB	Chocolates	Milka	sku #42	1	Standart	No	Nothing	78.0	1.4392926904492649
2017	9	Pirate Bay	PB	Chocolates	Milka	sku #67	1	Standart	No	Nothing	450.0	1.4392926904492649
2017	9	Pirate Bay	PB	Chocolates	Toblerone	sku #25	1	Standart	No	Nothing	3660.0	1.2825125938110409
2017	9	Pirate Bay	PB	Chocolates	Toblerone	sku #73	1	Standart	No	Nothing	2466.0	1.2825125938110409
2017	9	Pirate Bay	PB	Chocolates	Twix	sku #78	1	Standart	No	Nothing	504.0	
2017	10	Alpha City	AC	Chocolates	Cadbury	sku #79	1	Standart	No	Nothing	10734.0	
2017	10	Alpha City	AC	Chocolates	Ferrero Rocher	sku #106	1	Standart	No	Nothing	2508.0	
2017	10	Alpha City	AC	Chocolates	Ferrero Rocher	sku #15	1	Standart	No	Nothing	8400.0	1.27870028700287
2017	10	Alpha City	AC	Chocolates	Ferrero Rocher	sku #16	3	Standart	No	Nothing	6174.0	3.2672201722017227
2017	10	Alpha City	AC	Chocolates	Ferrero Rocher	sku #22	2	Standart	No	Nothing	15180.0	2.3011480114801146
2017	10	Alpha City	AC	Chocolates	Ferrero Rocher	sku #28	3	Standart	No	Nothing	3096.0	3.2672201722017227
2017	10	Alpha City	AC	Chocolates	Ferrero Rocher	sku #30	1	Standart	No	Nothing	16194.0	1.27870028700287
