"","Followers","Type","Category","Month","Weekday","Hour","Paid","UniqueViews","UniqueClicks","UniqueViewsFollowers","UniqueClicksFollowers","comment","like","share"
"377",111620,"Photo",3,4,3,7,0,6596,564,5352,456,0,66,13
"378",111620,"Photo",3,4,2,13,1,7492,838,5024,670,8,236,51
"379",111620,"Photo",1,4,2,6,1,44288,1215,14224,814,2,152,11
"380",111620,"Photo",3,4,1,14,1,105632,3984,27328,1936,51,1998,128
"381",111620,"Photo",1,4,7,14,0,128064,1539,32384,985,8,186,18
"382",109670,"Photo",3,4,6,20,0,5994,964,3998,683,11,235,34
"383",109670,"Photo",1,4,6,13,0,6172,718,4234,508,1,64,22
"384",109670,"Photo",3,4,6,3,0,4986,662,3230,469,2,92,28
"385",109670,"Photo",1,4,5,13,0,6668,669,4696,492,3,53,13
"386",109670,"Photo",3,4,5,7,1,5298,657,3206,471,5,140,38
"387",109670,"Photo",1,4,4,3,0,35008,621,4864,389,0,48,8
"388",109670,"Photo",1,4,3,13,1,5402,700,3992,514,0,112,14
"389",109670,"Photo",1,4,3,8,0,9880,524,4732,382,0,35,5
"390",109670,"Photo",1,4,2,13,0,3334,584,2604,440,4,37,3
"391",109670,"Photo",3,4,2,2,1,3130,522,2112,385,0,48,14
"392",109670,"Photo",2,4,1,13,1,32208,1933,24720,1568,6,766,109
"393",109670,"Photo",1,4,1,2,0,20920,705,9768,538,1,96,18
"394",109670,"Photo",3,4,7,14,0,3884,518,2686,392,1,57,13
"395",107907,"Photo",3,4,7,13,0,4240,601,2868,461,3,114,21
"396",107907,"Photo",1,4,6,9,0,3544,509,2746,387,1,51,6
"397",107907,"Photo",3,4,6,3,1,3286,504,2162,376,1,87,27
"398",107907,"Photo",1,4,5,9,0,71360,1784,25888,1103,5,81,11
"399",107907,"Photo",3,4,5,3,0,3824,666,2604,462,1,71,18
"400",107907,"Photo",3,4,4,13,0,6360,715,3864,505,9,164,52
"401",107907,"Photo",3,4,4,5,1,3714,537,2512,395,5,91,26
"402",107907,"Photo",1,4,3,13,1,46192,1364,16960,762,9,329,38
"403",107907,"Photo",1,4,3,4,1,39568,741,16096,519,4,128,17
"404",107907,"Link",1,4,2,6,0,70912,1374,27232,788,1,379,40
"405",107907,"Photo",3,4,1,3,0,4552,471,2664,316,1,52,24
"406",107907,"Photo",3,4,7,10,0,4390,484,2862,347,1,63,26
"407",107907,"Photo",3,4,7,3,0,4770,494,3114,344,2,97,25
"408",106928,"Photo",3,4,6,9,1,2970,421,2044,301,2,56,9
"409",106928,"Link",1,4,6,4,0,34192,338,16464,230,1,36,7
"410",106928,"Photo",2,4,5,13,0,5302,624,3606,441,4,138,26
"411",106928,"Photo",2,4,5,3,0,5560,642,3916,463,7,142,24
"412",106928,"Photo",3,4,4,13,0,4406,477,2830,335,1,75,15
"413",106928,"Photo",1,4,4,3,1,5290,612,3794,454,1,89,14
"414",104070,"Photo",1,3,5,14,1,3696,517,2650,391,2,63,16
"415",104070,"Photo",1,3,4,14,1,6030,735,4418,572,3,176,29
"416",104070,"Photo",1,3,4,7,0,49632,1653,48368,1513,7,227,15
"417",104070,"Status",1,3,3,15,0,9120,951,8004,924,3,25,6
"418",104070,"Photo",1,3,3,10,0,1874,25,1062,15,0,0,0
"419",102112,"Photo",1,3,3,10,0,4122,466,3302,361,1,27,11
"420",102112,"Photo",1,3,3,4,0,5080,523,3892,403,0,39,14
"421",102112,"Photo",1,3,2,12,0,4068,538,3198,402,0,61,13
"422",102112,"Photo",1,3,2,3,0,3272,463,2644,357,0,32,7
"423",102112,"Photo",1,3,1,19,0,238,143,236,99,0,2,0
"424",102112,"Photo",1,3,1,18,0,3358,541,2800,344,8,109,3
"425",102112,"Photo",1,3,1,18,0,6400,735,5916,628,0,32,6
"426",102112,"Link",3,3,1,3,0,6876,282,5752,259,2,68,15
"427",100732,"Photo",1,3,7,18,0,391,131,380,93,0,6,1
"428",100732,"Photo",1,3,7,17,0,10844,1409,8848,1086,4,213,13
"429",100732,"Photo",1,3,7,15,0,5132,398,5132,393,0,2,0
"430",100732,"Photo",1,3,7,15,0,3772,144,3758,140,0,3,0
"431",100732,"Link",1,3,7,14,0,2933,24,2012,19,0,6,0
"432",100732,"Photo",1,3,7,12,0,4094,206,4088,200,0,4,0
"433",100732,"Photo",1,3,6,17,0,452,186,450,114,0,4,1
"434",100732,"Photo",1,3,6,17,0,11420,1411,8032,865,12,211,14
"435",100732,"Photo",1,3,6,15,0,5704,452,5388,361,1,15,1
"436",100732,"Photo",1,3,6,15,0,7192,587,6616,472,11,95,4
"437",100732,"Photo",1,3,6,13,1,9604,1061,7984,705,16,127,0
"438",100732,"Photo",1,3,6,10,0,122944,1373,13184,475,0,136,13
"439",98195,"Link",2,3,6,6,0,5730,103,4830,92,2,32,15
"440",98195,"Photo",1,3,6,3,0,4898,560,3730,363,1,76,9
"441",98195,"Photo",1,3,5,10,0,4118,546,3466,379,1,28,7
"442",98195,"Photo",1,3,5,4,1,1845,9,1008,9,0,0,0
"443",98195,"Photo",3,3,4,13,0,34480,1591,30720,1292,10,664,97
"444",96749,"Photo",3,3,2,9,0,5338,589,3920,363,1,62,10
"445",96749,"Photo",2,3,2,5,0,5312,603,3588,345,0,48,20
"446",96749,"Photo",1,3,1,13,1,4412,711,3478,346,1,55,7
"447",96749,"Photo",1,3,1,2,1,98816,11452,10336,1356,10,197,21
"448",96749,"Photo",1,3,7,10,1,7220,2348,5296,642,6,88,24
"449",96749,"Photo",1,3,7,5,1,14320,1850,4664,413,2,59,6
"450",93684,"Photo",1,2,6,13,1,27056,2299,25424,1146,6,234,26
"451",93577,"Photo",1,2,6,6,0,20528,1876,7632,656,3,148,21
"452",93470,"Photo",1,2,5,12,0,6416,1362,4716,497,0,96,29
"453",93363,"Photo",1,2,5,6,0,5786,1237,4764,483,4,49,15
"454",93256,"Photo",3,2,4,12,0,5878,1132,4528,446,3,98,27
"455",93149,"Photo",3,2,4,3,0,9528,1383,6260,630,14,198,70
"456",93042,"Photo",3,2,3,13,0,8500,1095,5640,465,5,159,53
"457",92935,"Photo",1,2,3,9,1,3796,949,2694,398,1,22,6
"458",92828,"Photo",1,2,3,6,0,28128,2283,4560,621,6,154,18
"459",92721,"Photo",3,2,2,13,0,7228,1239,5348,606,5,128,32
"460",92614,"Photo",2,2,2,3,1,5290,1053,3578,441,2,129,32
"461",92507,"Photo",3,2,1,13,0,55520,4544,47488,3430,146,1546,181
"462",92400,"Photo",1,2,1,4,0,5880,1291,4884,706,5,79,11
"463",92293,"Photo",3,2,7,13,1,10040,1429,6964,742,19,214,78
"464",92186,"Photo",3,2,7,2,1,153536,1713,5696,593,8,134,34
"465",92079,"Photo",1,2,6,13,0,158208,2482,20608,1034,9,268,36
"466",91972,"Photo",3,2,6,3,0,6484,1166,4280,583,4,128,38
"467",91865,"Photo",2,2,5,13,1,4840,949,3370,447,3,47,21
"468",91758,"Photo",2,2,5,3,1,15880,1188,13560,677,1,200,37
"469",91651,"Photo",1,2,4,12,0,15288,1573,13312,1052,5,264,36
"470",91544,"Photo",3,2,4,3,0,9528,1245,6672,729,10,193,61
"471",91437,"Link",1,2,3,13,0,9356,448,8460,392,4,114,13
"472",91330,"Photo",3,2,3,3,0,7732,1066,4880,570,7,160,57
"473",91223,"Photo",1,2,2,13,0,5240,857,4232,466,0,46,15
"474",91116,"Photo",3,2,2,4,1,7132,1004,4736,576,4,136,42
"475",91009,"Photo",1,2,1,12,0,21928,1512,3672,497,0,73,13
"476",86909,"Photo",3,1,6,16,1,5754,1179,3546,420,0,65,19
"477",86909,"Photo",1,1,6,10,1,37088,2728,34352,2021,7,579,47
"478",86909,"Link",1,1,6,4,0,39600,572,8176,167,1,101,5
"479",86909,"Photo",3,1,5,13,0,5536,1141,3098,483,1,74,31
"480",86909,"Photo",3,1,5,4,0,6056,1117,3788,487,7,84,36
"481",86909,"Photo",2,1,4,11,0,11484,1762,5124,722,56,360,99
"482",86491,"Link",1,1,4,4,1,4938,66,3804,59,0,5,2
"483",86491,"Photo",3,1,3,10,0,66784,2969,11328,801,3,187,36
"484",86491,"Photo",2,1,3,3,0,5526,1096,3412,453,2,69,26
"485",86491,"Photo",3,1,2,7,0,5040,1062,3068,437,2,82,24
"486",86491,"Link",1,1,2,2,0,5168,66,3996,58,0,12,2
"487",85979,"Photo",3,1,1,12,0,5034,1020,3094,440,2,56,25
"488",85979,"Photo",3,1,1,2,0,4908,957,2842,393,1,44,21
"489",85979,"Photo",3,1,7,10,0,9700,1407,4876,660,21,277,80
"490",85979,"Photo",3,1,7,2,0,4800,975,2820,432,1,74,28
"491",85979,"Photo",3,1,6,11,0,5280,951,3300,431,1,79,30
"492",85979,"Photo",3,1,6,3,1,6184,956,3502,437,1,105,46
"493",85979,"Link",1,1,5,11,0,45920,753,10720,220,0,128,9
"494",85093,"Photo",3,1,1,2,0,8412,1179,5348,699,17,185,55
"495",85093,"Photo",3,1,7,10,0,5400,810,3230,422,10,125,41
"496",85093,"Photo",3,1,7,2,0,4684,733,2876,392,5,53,26
"497",81370,"Photo",2,1,5,8,0,3480,537,2104,301,0,53,22
"498",81370,"Photo",1,1,5,2,0,3778,625,2388,363,4,93,18
"499",81370,"Photo",3,1,4,11,0,4156,626,2452,370,7,91,38
